"","Bin.8.22","Bin.0.82","Bin.0.78","Bin.0.90","Bin.0.86","Bin.1.02","Bin.0.98","Bin.0.94","Bin.1.42","Bin.1.50","Bin.1.06","Bin.1.54","Bin.1.74","Bin.1.70","Bin.1.58","Bin.1.66","Bin.1.62","Bin.1.38","Bin.1.98","Bin.1.86","Bin.1.82","Bin.1.78","Bin.2.98","Bin.1.10","Bin.3.10","Bin.2.06","Bin.2.02","Bin.7.90","Bin.1.14","Bin.4.26","Bin.4.34","Bin.4.22","Bin.4.30","Bin.4.10","Bin.1.90","Bin.2.10","Bin.1.94","Bin.4.14","Bin.3.74","Bin.2.30","Bin.1.46","Bin.2.22","Bin.1.18","Bin.3.66","Bin.3.62","Bin.4.18","Bin.2.26","Bin.1.30","Bin.2.42","Bin.2.38","Bin.2.14","Bin.3.42","Bin.3.22","Bin.3.82","Bin.3.78","Bin.3.50","Bin.3.46","Bin.3.38","Bin.3.90","Bin.3.86","Bin.1.34","Bin.3.70","Bin.3.54","Bin.3.94","Bin.4.38","Bin.3.58","Bin.3.14","Bin.2.62","Bin.3.34","Bin.3.18","Bin.2.50","Bin.2.46","Bin.2.94","Bin.2.82","Bin.2.78","Bin.2.90","Bin.2.86","Bin.4.02","Bin.1.26","Bin.1.22","Bin.3.98","Bin.2.58","Bin.2.66","Bin.2.70","Bin.2.54","Bin.3.26","Bin.3.02","Bin.2.34","Bin.2.18","Bin.3.30","Bin.2.74","Bin.6.46","Bin.6.50","Bin.6.38","Bin.6.30","Bin.4.06","Bin.4.04","Bin.3.06","Bin.3.04","Bin.7.30","Bin.7.62","Bin.7.58","Bin.7.86","Bin.7.66","Bin.7.82","Bin.7.54","Bin.7.34","Bin.7.42","Bin.7.38","Bin.7.26","Bin.7.22","Bin.7.98","Bin.7.18","Bin.0.62","Bin.0.58","Bin.0.54","Bin.9.38","Bin.0.74","Bin.0.70","Bin.0.66","Bin.9.02","Bin.8.94","Bin.9.30","Bin.9.06","Bin.9.10","Bin.6.70","Bin.6.78","Bin.6.74","Bin.6.94","Bin.6.66","Bin.6.98","Bin.9.78","Bin.9.90","Bin.9.54","Bin.9.98","Bin.9.86","Bin.9.82","Bin.9.74","Bin.9.66","Bin.9.62","Bin.9.58","Bin.8.54","Bin.7.14","Bin.8.86","Bin.9.14","Bin.8.82","Bin.6.42","Bin.6.34","Bin.6.54","Bin.6.62","Bin.6.58","Bin.7.50","Bin.6.86","Bin.8.42","Bin.8.38","Bin.8.26","Bin.8.66","Bin.8.58","Bin.8.30","Bin.8.14","Bin.8.78","Bin.8.62","Bin.8.74","Bin.8.70","Bin.8.50","Bin.8.10","Bin.8.06","Bin.7.74","Bin.8.98","Bin.8.34","Bin.8.46","Bin.7.78","Bin.6.82","Bin.0.26","Bin.0.22","Bin.0.34","Bin.0.42","Bin.0.30","Bin.0.50","Bin.0.46","Bin.9.22","Bin.9.50","Bin.9.42","Bin.9.34","Bin.9.18","Bin.8.90","Bin.6.90","Bin.9.46","Bin.0.38","Bin.7.46","Bin.7.06","Bin.7.02","Bin.7.70","Bin.7.94","Bin.7.10","Bin.9.94","Bin.9.70","Bin.9.26","Bin.8.18","Bin.8.02"
"Bin.7.18",0.1719518,-0.1658478,-0.1100156,-0.1883408,-0.1443447,-0.2033403,-0.2641435,-0.2537966,-0.3112531,-0.2325544,-0.2486433,-0.2199312,-0.2315228,-0.2664065,-0.1891791,-0.1842626,-0.2252649,-0.2953197,-0.3593852,-0.3575836,-0.2489946,-0.2765311,-0.2906012,-0.08861207,0.08440998,-0.311045,-0.2920944,-0.1714536,-0.1468977,-0.2604461,-0.1871483,-0.1689967,-0.1285806,-0.1471849,-0.2373586,0,-0.09255427,-0.175338,-0.05931911,0,-0.2462302,-0.1871534,-0.22967,0.1938003,0.06281326,0.1028531,0.188736,-0.1361488,-0.2113229,-0.1710768,0,0,-0.08338011,-0.1917257,0.2481739,-0.1733563,-0.08907562,-0.1581571,-0.1423445,-0.1518422,-0.2786541,-0.148084,-0.1690025,0,-0.1182574,0,0,0,0.09345369,0,0,-0.07654047,-0.2224633,-0.3433856,-0.2722359,-0.1410547,-0.3458276,0.0586255,0,-0.1780259,0.1283296,0.2308823,-0.1673494,0.1277704,0,0.1788665,0.201155,0.2983938,0,0.1861834,0.13272,0.0682586,0.07441894,0.07931436,0.08825837,0.07795219,0.07529328,0.0807999,0.1245747,0.1400122,0.1809176,0.1543581,0.1114344,0.1554116,0.171084,0.1617328,0.3481139,0.352256,0.3492345,0.339753,0.4381905,0.3451062,1,0,0,0,0.1206078,0.05614241,0.05049991,0,0.08178253,0.1306486,0.08777441,0,0.09085428,0.07269093,0.1134822,0.117292,0.06597467,0.1059337,0,0.0656079,-0.1677282,0.136646,0,0.246576,0.2428652,0.2278929,0.3145226,0.135841,0.2085684,0.314727,0.4036611,-0.1614045,-0.1130473,0,0.1150047,0.1191453,0.1056605,0.1326747,0.1238699,0.3269162,0.396541,0.1727898,0.06578929,0,0.07506925,0.1681176,0.1359147,0.08721364,-0.06120157,0,0.07964491,0,0.2580385,-0.1048788,0.05690285,-0.1576469,-0.07879756,0.1284413,0.1792805,0.06367913,0,-0.1601559,0,0,0,-0.1076687,-0.08398572,-0.08328242,0,0,0,0.1118656,0.1599931,0,0.09878813,-0.2397277,-0.0841321,0.2961188,0.0512799,-0.2073598,0.1487211,-0.1603959,-0.3775282,0.06341703,0,0.2282015,0.6689088,0.4997065
"Bin.0.62",0,0.3004851,0.4321782,0,0,0.2513864,0.1729951,0.1557264,0.1109194,0.07437462,0.09084283,0,0,0.0554756,-0.1055919,-0.0639779,0,-0.06233611,-0.2081262,0,0,0,-0.1948296,-0.06817636,-0.2290871,-0.1840163,-0.347372,-0.06356062,0.05626733,0.1040016,-0.1445044,-0.1545878,-0.09011619,-0.3085691,-0.1574966,-0.15477,-0.1251238,-0.2155486,-0.1393473,-0.125944,0,-0.2815637,-0.165039,-0.3978453,-0.3074009,-0.221616,-0.2123857,-0.4196741,-0.4162957,-0.3982444,-0.3205582,-0.2104405,-0.281573,-0.3536288,-0.3629668,-0.1596728,-0.2101381,-0.3052986,-0.2999791,-0.3445323,-0.2865463,-0.2354922,-0.1522859,-0.598857,-0.3309318,-0.4642526,-0.5126071,-0.5298465,-0.5360033,-0.5262945,-0.3942323,-0.4657082,-0.2888838,-0.4189994,-0.2873774,-0.4182192,-0.2199977,-0.5013017,-0.4311625,-0.2211516,-0.2642442,-0.2736458,-0.3950711,-0.3726229,-0.3879795,0,-0.3367172,-0.3144222,-0.2347184,-0.1418098,-0.2329614,-0.2166947,-0.2229034,-0.2417937,-0.251964,-0.4102673,-0.4613152,-0.3241035,-0.380906,-0.1194495,0.1782512,0.181284,0,-0.07414448,0,0,-0.08039725,-0.0755332,-0.07404065,0,-0.1543121,0,0,1,0.9840538,0.9850416,0.666452,0.8225752,0.8476981,0.8383118,0.7944363,0.7870676,0.5271002,0.7287304,0.7778305,0.7604566,0.7646611,0.7715046,0.7344724,0.7302102,0.2357947,0.1396096,0.2910786,0.3223372,0.202983,0.2297039,0.2281068,0.297394,0.4084467,0.4667226,0.1792644,0.2493917,0.2036857,0.3140922,0.2310397,0.326264,0.3778844,0.3669519,0.4695917,0.5300034,0.4955787,0.3709943,0.4806705,0.2756441,0.2079068,0.2668781,0.4751608,0.4715739,0.3347073,0.2549477,0.3372645,0.2379814,0.1973816,0.164523,0.4952668,0.1709613,0.241866,0,0.3033734,0.2009512,0.2182249,0.1370796,0.2505331,0.5500688,0.5570026,0.6964117,0.5192576,0.6265136,0.7808097,0.687345,0.4470225,0.5207732,0.5617633,0.2916251,0.4215442,0.5560943,0.5138966,0.4172696,0.6001982,0.3096455,0.08468252,0.2961908,0,0.1372502,0,0,-0.054399,0,0.08359724,0.1025417
"Bin.0.58",0,0.2761635,0.3996885,0,0,0.2486738,0.1811291,0.1473176,0.1344241,0.1088068,0.1314634,0,0,0.05063466,-0.1291128,-0.06795558,0,-0.06854379,-0.227083,0,-0.1014007,-0.06073087,-0.2239086,-0.07333629,-0.2493855,-0.2122759,-0.3418273,0,0.09482803,0.107142,-0.1472958,-0.1671548,-0.10071,-0.318168,-0.1295197,-0.1475169,-0.1676894,-0.1690672,-0.07427525,-0.08615591,0.08483277,-0.2590327,-0.1008008,-0.3852045,-0.2980923,-0.1718182,-0.1931304,-0.4044139,-0.3326624,-0.322461,-0.2653043,-0.1221968,-0.2195538,-0.3136733,-0.3056525,-0.1043664,-0.1305788,-0.2583814,-0.252483,-0.2995318,-0.2344085,-0.1786551,-0.1072992,-0.5834109,-0.3054563,-0.44181,-0.5027704,-0.5246389,-0.5183536,-0.4652129,-0.3691909,-0.4085199,-0.2736026,-0.4000106,-0.2980567,-0.4312464,-0.1891588,-0.5288759,-0.4142032,-0.1693243,-0.2484882,-0.2956642,-0.3662535,-0.3468527,-0.3593536,0,-0.3386289,-0.2856745,-0.2684826,-0.1321448,-0.2638188,-0.2306499,-0.2340345,-0.2504254,-0.2573804,-0.4174107,-0.4706149,-0.3476392,-0.4010296,-0.1046912,0.1898536,0.2000735,0,0,0,0.06779285,0,-0.05449399,-0.06599056,0,-0.1492126,0,0,0.9840538,1,0.990613,0.6639923,0.8220424,0.838387,0.8308542,0.7949247,0.7965496,0.5429505,0.7289065,0.7752763,0.7525489,0.7609922,0.7626377,0.7433015,0.7280123,0.2397693,0.158699,0.2861059,0.3401629,0.2126508,0.2444618,0.2559212,0.2982155,0.4167511,0.456621,0.1907913,0.2155878,0.1782441,0.2816916,0.2033857,0.2924472,0.3762591,0.3662208,0.4676274,0.5216822,0.4922135,0.3458573,0.4558039,0.2273902,0.169379,0.2120282,0.4406332,0.4322801,0.29952,0.2368681,0.3122728,0.206297,0.1661618,0.1406745,0.4345965,0.1230035,0.2004336,0,0.3217519,0.1740582,0.1746036,0.1096823,0.2104222,0.5316603,0.5481064,0.6613501,0.5232486,0.6036003,0.7303998,0.6930804,0.4659471,0.542289,0.5736755,0.2971735,0.415951,0.5763208,0.5333571,0.4201547,0.5991637,0.2930326,0.06169634,0.2555925,0,0.1086398,0,0,-0.05150383,0,0.09589219,0.08327181
"Bin.0.54",0,0.2481509,0.3682784,0,0,0.1971568,0.1242442,0.1101968,0.08349269,0.06955937,0.105865,-0.06676726,0,0,-0.1436225,-0.07810385,-0.06542821,-0.05422636,-0.2326045,0,-0.09952588,-0.06202815,-0.2404343,-0.05981734,-0.2375274,-0.2263101,-0.3430304,0,0.1272506,0.09083546,-0.1785395,-0.1889088,-0.1209138,-0.3397518,-0.1132174,-0.1664321,-0.1618695,-0.1987435,-0.1303777,-0.1547037,0,-0.296759,-0.1169959,-0.3744423,-0.3145645,-0.2013235,-0.20753,-0.3841068,-0.346994,-0.334434,-0.2984365,-0.1635291,-0.2321996,-0.3635703,-0.340928,-0.1653091,-0.1919323,-0.3039182,-0.3098387,-0.355552,-0.2527975,-0.2322744,-0.1538367,-0.5929758,-0.3094604,-0.4642133,-0.4641574,-0.5051038,-0.5206694,-0.4456129,-0.3457807,-0.4335279,-0.2797672,-0.3997029,-0.3130389,-0.3627565,-0.1676051,-0.5334974,-0.4321684,-0.2158158,-0.2517275,-0.2736582,-0.3467042,-0.3074952,-0.3315386,0,-0.3000563,-0.2745684,-0.267466,-0.1434363,-0.275769,-0.2226402,-0.2232235,-0.2374338,-0.243254,-0.3704563,-0.4288219,-0.2915109,-0.3403022,-0.08440374,0.1965339,0.209972,0,0,0,0.07403218,-0.07133721,-0.06347082,-0.06796541,0,-0.1252791,0,0,0.9850416,0.990613,1,0.702697,0.8429454,0.8558658,0.8482899,0.8124851,0.8130269,0.5849509,0.7539276,0.8053704,0.7883209,0.7928761,0.7964419,0.7654675,0.7635953,0.2307784,0.1793765,0.2810956,0.3460015,0.2293704,0.2543968,0.2678725,0.3127997,0.4363395,0.4633378,0.2107643,0.2337704,0.2061949,0.2845732,0.2152544,0.3101077,0.4038792,0.394231,0.4936143,0.5552078,0.5243017,0.3878592,0.4929277,0.2203228,0.1564795,0.2160253,0.4332854,0.4276375,0.3036702,0.2356385,0.304309,0.1890481,0.1665113,0.1312772,0.4392483,0.1365856,0.222404,0,0.3432429,0.1927004,0.1908572,0.1207098,0.2276685,0.5395799,0.5644152,0.6752927,0.5167284,0.6009101,0.7077097,0.6894314,0.4561058,0.5524024,0.5961948,0.3211169,0.4367764,0.5978336,0.5185873,0.4393553,0.6213997,0.2924598,0.07007571,0.2702588,0.07142609,0.1371603,0,0,-0.0571901,0.07247875,0.1092403,0.1075792
"Bin.9.38",0.07172479,0,0.1782264,-0.1196238,-0.07215744,0,0,0,-0.07761114,-0.114494,0,-0.3104357,-0.2220158,-0.2009231,-0.2842048,-0.1995741,-0.2434344,-0.1742993,-0.3594552,-0.2076713,-0.1517863,-0.1693734,-0.3602994,0,-0.09110525,-0.2586206,-0.3724186,0.0520208,0.1375198,0,-0.2863975,-0.3113911,-0.129923,-0.2818169,-0.2405123,-0.2147727,-0.1883025,-0.1171852,-0.1538012,-0.1667556,-0.09599202,-0.290499,0,-0.2717371,-0.2962327,-0.1100495,-0.1706376,-0.3855028,-0.2953231,-0.2952474,-0.2988433,-0.169667,-0.2816769,-0.4295588,-0.3380584,-0.2649463,-0.2609017,-0.3066921,-0.3991864,-0.4249114,-0.2809995,-0.2461875,-0.221205,-0.3402214,-0.3361879,-0.379141,-0.2835073,-0.3682266,-0.3430466,-0.4017225,-0.2598986,-0.3663601,-0.473498,-0.4818879,-0.4414636,-0.3056342,-0.3019802,-0.4559267,-0.3654419,-0.1131928,-0.3962623,-0.1130644,-0.2390871,-0.1322908,-0.1814741,0,-0.222193,0,-0.2414788,-0.09024009,-0.1768415,-0.1503762,-0.1601648,-0.1667256,-0.1540958,-0.2524161,-0.3063764,-0.1487306,-0.1831179,0.164812,0,0.08727397,-0.122282,-0.1116663,-0.1008082,0,0,0,0.05710475,0.1432834,0.08386866,0.126795,0.1206078,0.666452,0.6639923,0.702697,1,0.8820473,0.8898126,0.8787144,0.8701319,0.8968778,0.8057048,0.8349966,0.8900574,0.8888722,0.8877064,0.8960483,0.8720068,0.8626069,0.4322129,0.3541733,0.3268942,0.4314486,0.2037976,0.3559018,0.2986329,0.4515493,0.4623749,0.4909954,0.5233282,0.1052864,0.1929818,0.4413794,0.3764961,0.4743406,0.5176433,0.5269612,0.6272259,0.6648912,0.6467802,0.4977993,0.6388134,0.2202803,0.2252497,0.2664073,0.3407708,0.4006014,0.3020608,0.3074831,0.2560845,0.2247193,0.3227721,0.2991205,0.235806,0.2693424,0.4157797,0.2032439,0.4301128,0.2858321,0.1614779,0.3304137,0.1800224,0.3971382,0.4835322,0.4852466,0.4440479,0.347769,0.4515906,0.5151323,0.5485745,0.5658108,0.6621992,0.6175426,0.5729804,0.6716435,0.5217467,0.5481017,0.6498872,0.3172111,0,0.2447703,0.1893756,0.1580638,0.07716082,0,0.1124937,0.1886311,0.1592134,0.2964051
"Bin.0.74",0,0.08503652,0.2729939,-0.1569483,-0.1353072,0.06435824,0,0,0,-0.06391889,0,-0.1849131,-0.1052582,-0.1132115,-0.281055,-0.1990177,-0.226721,-0.1693266,-0.3450412,-0.1532635,-0.1483547,-0.125428,-0.3374226,-0.09407195,-0.2213813,-0.2684148,-0.4214158,0,0,0,-0.3422746,-0.3203198,-0.1863667,-0.3683627,-0.2160764,-0.2558774,-0.2093701,-0.2272568,-0.192394,-0.2548246,-0.08463733,-0.4227454,-0.1739773,-0.3784852,-0.3379769,-0.2350395,-0.2633771,-0.5235295,-0.4044821,-0.4237258,-0.3792964,-0.2294343,-0.3465741,-0.3880607,-0.3806805,-0.2428225,-0.2693511,-0.4053553,-0.4052904,-0.4272246,-0.3697402,-0.2782684,-0.2270462,-0.4690605,-0.4008119,-0.4313879,-0.401119,-0.4530178,-0.4760943,-0.4840919,-0.3472525,-0.4393806,-0.3982383,-0.4846719,-0.3952607,-0.380664,-0.2834929,-0.5608781,-0.4784479,-0.2639539,-0.2566464,-0.1563147,-0.2754457,-0.244893,-0.2658267,0,-0.3120451,-0.2059863,-0.2880292,-0.1328915,-0.1882452,-0.2164238,-0.2213159,-0.2246167,-0.2267041,-0.2761177,-0.347188,-0.1672731,-0.2274677,0.1114688,0.2101313,0.2624022,0,0,0,0.1206864,-0.061405,0,0,0.09393962,0,0.1026504,0.05614241,0.8225752,0.8220424,0.8429454,0.8820473,1,0.9873612,0.9881313,0.9319271,0.9297681,0.7283692,0.9094041,0.9400049,0.9699335,0.9740114,0.9725013,0.954137,0.9472788,0.4397651,0.2329597,0.2264517,0.2621535,0.1831085,0.2067666,0.2145022,0.3617306,0.3357204,0.3514113,0.2793977,0.2371861,0.2526406,0.4325849,0.372968,0.4649613,0.5405825,0.5379616,0.6493823,0.7118978,0.6870368,0.5025399,0.6454662,0.1519234,0.1267175,0.1887983,0.2918997,0.3702568,0.2689421,0.2199516,0.2063855,0.1820544,0.1827822,0.1443535,0.3364282,0.215006,0.264309,0.1646157,0.3858427,0.2294425,0.1685174,0.3207984,0.143963,0.4241911,0.4320422,0.5694494,0.5543723,0.4811334,0.5844545,0.5772222,0.5486109,0.4104854,0.4484676,0.368954,0.4721339,0.6760548,0.6233011,0.5391193,0.6892526,0.2981903,0.05005608,0.2886125,0.1675791,0.2309704,0.07370958,-0.1154124,0,0,0.1031921,0.1428092
"Bin.0.70",0,0.1674741,0.3482571,-0.09457333,-0.05567542,0.1499625,0.0826679,0.07057536,0,0,0,-0.141953,-0.0678831,-0.05975469,-0.2294779,-0.1623473,-0.1802166,-0.1514956,-0.2954198,-0.08810335,-0.09322841,-0.07770767,-0.2768581,0,-0.1819648,-0.2148898,-0.3827242,0,0,0,-0.3102968,-0.2775315,-0.1744339,-0.3663289,-0.2258654,-0.1936772,-0.1681587,-0.2189696,-0.1581353,-0.1809783,-0.06142074,-0.3739823,-0.156305,-0.3742816,-0.3149143,-0.2153649,-0.2207069,-0.5225823,-0.406909,-0.4247793,-0.3448351,-0.2213559,-0.3316121,-0.3832267,-0.3803689,-0.220346,-0.2612569,-0.3813206,-0.3716848,-0.4004289,-0.3613382,-0.2572235,-0.2033065,-0.4698237,-0.4158123,-0.4404976,-0.4376261,-0.4607954,-0.4978507,-0.5360567,-0.3535452,-0.4432139,-0.390202,-0.4870836,-0.3680012,-0.4189949,-0.2890735,-0.5666694,-0.4601349,-0.2313875,-0.3272154,-0.1714476,-0.3055013,-0.2885832,-0.3031715,0,-0.3246768,-0.2162904,-0.2672208,-0.1410299,-0.1859782,-0.2349959,-0.2423292,-0.2494159,-0.250007,-0.3364579,-0.4034406,-0.2250777,-0.2854628,0.06290895,0.150078,0.189849,-0.05496314,-0.06668026,0,0,0,0,0,0.09567145,0,0.07503027,0.05049991,0.8476981,0.838387,0.8558658,0.8898126,0.9873612,1,0.9945163,0.9232374,0.9437242,0.7102492,0.8978589,0.9306048,0.9523098,0.9564447,0.9596099,0.9316753,0.9191061,0.441908,0.2115583,0.2153942,0.276993,0.1438278,0.2079265,0.1871626,0.3470617,0.3402537,0.3715467,0.2938995,0.2006953,0.2197745,0.4399896,0.3584089,0.461262,0.5048365,0.5067926,0.6264468,0.6847546,0.6576558,0.4742882,0.6371485,0.2220739,0.1889224,0.2671388,0.3501925,0.4269924,0.3368393,0.2898143,0.2505078,0.2067891,0.2506556,0.2091268,0.3726223,0.2254923,0.3004505,0.1591203,0.4017057,0.2611644,0.1978781,0.3462546,0.2005526,0.4638819,0.4965065,0.6069803,0.5969897,0.5313709,0.6457427,0.6092447,0.5622102,0.4430976,0.4898258,0.3994844,0.5176215,0.6833385,0.614836,0.5356714,0.7131274,0.3331676,0.07519606,0.3155788,0.1424221,0.1900368,0.07726372,-0.1192189,0,0,0.1064501,0.1605103
"Bin.0.66",0,0.1813707,0.3621852,-0.08184864,0,0.1617812,0.0930837,0.08152805,0,0,0,-0.1295765,0,0,-0.2042101,-0.1369371,-0.1515561,-0.1277602,-0.2675717,-0.06490424,-0.07649317,-0.05578166,-0.2512646,0,-0.2096246,-0.1999697,-0.3645064,0,0,0,-0.3302614,-0.2845789,-0.1668059,-0.3625674,-0.1922082,-0.1776411,-0.1558798,-0.2151597,-0.1555766,-0.1896939,0,-0.377707,-0.1571091,-0.3806298,-0.3226028,-0.2246008,-0.2223813,-0.5187253,-0.4028811,-0.4218926,-0.3488639,-0.2259343,-0.3349274,-0.3839548,-0.3758444,-0.2196885,-0.2600822,-0.3790384,-0.3681853,-0.3975806,-0.3553463,-0.2551456,-0.2119292,-0.4603941,-0.4189315,-0.4531471,-0.444137,-0.4784796,-0.4983693,-0.5310628,-0.3685642,-0.4481103,-0.3673664,-0.4670828,-0.3499321,-0.4130218,-0.2762679,-0.5619655,-0.4806604,-0.2448681,-0.3320455,-0.1984389,-0.3035287,-0.3163418,-0.3209605,0,-0.3155609,-0.2400872,-0.2775107,-0.1712751,-0.192826,-0.2431645,-0.2547099,-0.2575437,-0.257339,-0.3245214,-0.3914738,-0.2109002,-0.2698698,0.05174653,0.1376191,0.176602,-0.0668254,-0.07841442,0,0,-0.05264954,0,0,0.07087076,-0.0626318,0.05895833,0,0.8383118,0.8308542,0.8482899,0.8787144,0.9881313,0.9945163,1,0.9103044,0.9328458,0.7135216,0.8940719,0.921419,0.9452705,0.9469249,0.9497683,0.9257276,0.9112315,0.4382534,0.2067756,0.2090105,0.2616884,0.1379561,0.1868914,0.172999,0.3373151,0.325529,0.3498835,0.2862554,0.1735011,0.2144701,0.4355109,0.3515622,0.4531218,0.4928341,0.4951913,0.6120049,0.6730351,0.6484039,0.4710081,0.6289157,0.2077271,0.1921643,0.2603643,0.340329,0.412069,0.3294253,0.2750012,0.250242,0.2037657,0.234002,0.1953829,0.3524706,0.2169905,0.269068,0.1826287,0.4091224,0.2658256,0.1788512,0.34629,0.2047017,0.4802875,0.4898386,0.5977233,0.5985586,0.5498375,0.6421794,0.6040767,0.548954,0.4270851,0.4724864,0.3919202,0.4897168,0.682399,0.6148194,0.5299459,0.7145866,0.3098445,0.0656117,0.3375604,0.1589431,0.2231736,0.1153879,-0.1266468,0,0,0.103276,0.1373288
"Bin.9.02",0.05679714,0.09069916,0.2593661,-0.144603,-0.112848,0,0,0,-0.09183237,-0.1170823,0,-0.2402165,-0.1733323,-0.1519225,-0.3302794,-0.2258462,-0.2634011,-0.1526097,-0.3752965,-0.1855913,-0.1907137,-0.1768993,-0.3922078,-0.09880677,-0.1827967,-0.2752668,-0.4488863,-0.1054422,0.06028618,0,-0.246701,-0.2560165,-0.108069,-0.2862267,-0.2636318,-0.3014837,-0.2656441,-0.1796826,-0.1967841,-0.2834452,-0.1445366,-0.4218978,-0.1529217,-0.3909664,-0.3524946,-0.1977224,-0.3143682,-0.5075004,-0.4138295,-0.4152989,-0.4315599,-0.2461997,-0.3181654,-0.4136287,-0.3904351,-0.2784852,-0.2855184,-0.4180386,-0.4069117,-0.4478822,-0.3804214,-0.3185473,-0.2395147,-0.5064182,-0.3609014,-0.4284777,-0.3878138,-0.4083912,-0.422999,-0.4668536,-0.3870273,-0.4569739,-0.4794316,-0.5275322,-0.4502666,-0.3922198,-0.3134647,-0.5071225,-0.4549409,-0.2563821,-0.2462199,-0.1216622,-0.3336768,-0.2118574,-0.2788684,-0.1118315,-0.3255829,-0.1743151,-0.2404178,-0.05877371,-0.1959307,-0.1672639,-0.1722328,-0.1855848,-0.1789754,-0.299254,-0.3596124,-0.1922456,-0.2531487,0.1352504,0.1959357,0.253912,0,0,0,0.1015756,-0.1030151,0,0,0.1069142,0,0.05305132,0.08178253,0.7944363,0.7949247,0.8124851,0.8701319,0.9319271,0.9232374,0.9103044,1,0.9413529,0.691841,0.881556,0.9399892,0.9112928,0.9182988,0.9171144,0.894428,0.8971807,0.4158802,0.2266744,0.307181,0.3831573,0.1672153,0.2504903,0.2614347,0.423873,0.3733016,0.4250286,0.3265134,0.3613002,0.2661086,0.5150251,0.4579787,0.5445435,0.5272507,0.5290944,0.6340858,0.6947476,0.6662467,0.4450799,0.6109958,0.2889483,0.2282251,0.2343758,0.3892752,0.4950616,0.3085093,0.324753,0.310089,0.2657447,0.2252673,0.1936984,0.4840408,0.3789569,0.4347366,0.1968793,0.4232121,0.2866548,0.2064235,0.2666658,0.1740695,0.4484058,0.438675,0.527564,0.5028825,0.3979335,0.5918642,0.6011055,0.6144873,0.4618153,0.4647788,0.4206323,0.4741756,0.6910553,0.5635224,0.5353493,0.6751376,0.3052301,0,0.2180056,0.1074909,0.239678,0,-0.07453818,0,0.07295476,0.1644994,0.3001099
"Bin.8.94",0.1215245,0.1779397,0.3244126,-0.05510331,0,0.1256042,0.08129292,0.0916102,0,0,0,-0.1561904,-0.0810931,-0.05520223,-0.2362224,-0.1344107,-0.1634314,-0.1194737,-0.262827,-0.07911268,-0.1208712,-0.1013581,-0.3207009,0,-0.1331913,-0.1946618,-0.313832,0,0.1017093,0.07206249,-0.2344694,-0.2067853,-0.104506,-0.2973559,-0.2017947,-0.1357294,-0.2343277,-0.1092269,-0.09929195,-0.1759637,-0.06851625,-0.3563618,-0.1126374,-0.2706129,-0.231221,-0.1272454,-0.1921273,-0.4729636,-0.3741888,-0.3654623,-0.3260428,-0.1922637,-0.2793528,-0.3599816,-0.2820077,-0.2317875,-0.2434953,-0.3539308,-0.3293946,-0.3581188,-0.317706,-0.2043398,-0.1717279,-0.4774746,-0.3861709,-0.4007816,-0.4242968,-0.4751515,-0.4560455,-0.4743151,-0.3797947,-0.4611895,-0.4187342,-0.4882956,-0.4122524,-0.4338138,-0.2533816,-0.4941179,-0.4548639,-0.2199244,-0.351473,-0.1758026,-0.3546021,-0.2514136,-0.3130132,0,-0.2486294,-0.1504076,-0.302386,-0.09723792,-0.1926084,-0.1668338,-0.1782634,-0.1847227,-0.1775378,-0.2879661,-0.345989,-0.1992484,-0.241555,0.09643983,0.1017092,0.1441415,-0.0906305,-0.09102166,-0.06714273,0,0,0,0,0.1462145,0,0.06150963,0.1306486,0.7870676,0.7965496,0.8130269,0.8968778,0.9297681,0.9437242,0.9328458,0.9413529,1,0.6879585,0.8680679,0.9133255,0.9105163,0.9129456,0.917343,0.8807727,0.8821955,0.4261851,0.2656775,0.2705067,0.3899446,0.1199587,0.2190798,0.1993839,0.3874565,0.3526168,0.4363128,0.3509722,0.2099992,0.229965,0.4269458,0.3420677,0.4430671,0.5179779,0.5296981,0.6366914,0.6844768,0.6629286,0.4394979,0.6270306,0.3287613,0.3135547,0.3322035,0.4307979,0.5376537,0.4174832,0.417082,0.2813473,0.2581694,0.3107711,0.2815382,0.4245353,0.2984333,0.4122454,0.240845,0.5143417,0.3641238,0.2294212,0.3437007,0.2510068,0.4402965,0.4956911,0.5522311,0.5471957,0.4601049,0.5898692,0.5545156,0.6262395,0.4906037,0.5105684,0.4908259,0.5627174,0.7549659,0.6002216,0.5504978,0.7281831,0.3720727,0.1017195,0.3000604,0.1696053,0.2319447,0,-0.09086141,0.07331244,0.06771917,0.2310422,0.3107268
