"","Bin.8.02","Bin.8.18","Bin.9.26","Bin.9.70","Bin.9.94","Bin.7.10","Bin.7.94","Bin.7.70","Bin.7.02","Bin.7.06","Bin.7.46","Bin.0.38","Bin.9.46","Bin.6.90","Bin.8.90","Bin.9.18","Bin.9.34","Bin.9.42","Bin.9.50","Bin.9.22","Bin.0.46","Bin.0.50","Bin.0.30","Bin.0.42","Bin.0.34","Bin.0.22","Bin.0.26","Bin.6.82","Bin.7.78","Bin.8.46","Bin.8.34","Bin.8.98","Bin.7.74","Bin.8.06","Bin.8.10","Bin.8.50","Bin.8.70","Bin.8.74","Bin.8.62","Bin.8.78","Bin.8.14","Bin.8.30","Bin.8.58","Bin.8.66","Bin.8.26","Bin.8.38","Bin.8.42","Bin.6.86","Bin.7.50","Bin.6.58","Bin.6.62","Bin.6.54","Bin.6.34","Bin.6.42","Bin.8.82","Bin.9.14","Bin.8.86","Bin.7.14","Bin.8.54","Bin.9.58","Bin.9.62","Bin.9.66","Bin.9.74","Bin.9.82","Bin.9.86","Bin.9.98","Bin.9.54","Bin.9.90","Bin.9.78","Bin.6.98","Bin.6.66","Bin.6.94","Bin.6.74","Bin.6.78","Bin.6.70","Bin.9.10","Bin.9.06","Bin.9.30","Bin.8.94","Bin.9.02","Bin.0.66","Bin.0.70","Bin.0.74","Bin.9.38","Bin.0.54","Bin.0.58","Bin.0.62","Bin.7.18","Bin.7.98","Bin.7.22","Bin.7.26","Bin.7.38","Bin.7.42","Bin.7.34","Bin.7.54","Bin.7.82","Bin.7.66","Bin.7.86","Bin.7.58","Bin.7.62","Bin.7.30","Bin.3.04","Bin.3.06","Bin.4.04","Bin.4.06","Bin.6.30","Bin.6.38","Bin.6.50","Bin.6.46","Bin.2.74","Bin.3.30","Bin.2.18","Bin.2.34","Bin.3.02","Bin.3.26","Bin.2.54","Bin.2.70","Bin.2.66","Bin.2.58","Bin.3.98","Bin.1.22","Bin.1.26","Bin.4.02","Bin.2.86","Bin.2.90","Bin.2.78","Bin.2.82","Bin.2.94","Bin.2.46","Bin.2.50","Bin.3.18","Bin.3.34","Bin.2.62","Bin.3.14","Bin.3.58","Bin.4.38","Bin.3.94","Bin.3.54","Bin.3.70","Bin.1.34","Bin.3.86","Bin.3.90","Bin.3.38","Bin.3.46","Bin.3.50","Bin.3.78","Bin.3.82","Bin.3.22","Bin.3.42","Bin.2.14","Bin.2.38","Bin.2.42","Bin.1.30","Bin.2.26","Bin.4.18","Bin.3.62","Bin.3.66","Bin.1.18","Bin.2.22","Bin.1.46","Bin.2.30","Bin.3.74","Bin.4.14","Bin.1.94","Bin.2.10","Bin.1.90","Bin.4.10","Bin.4.30","Bin.4.22","Bin.4.34","Bin.4.26","Bin.1.14","Bin.7.90","Bin.2.02","Bin.2.06","Bin.3.10","Bin.1.10","Bin.2.98","Bin.1.78","Bin.1.82","Bin.1.86","Bin.1.98","Bin.1.38","Bin.1.62","Bin.1.66","Bin.1.58","Bin.1.70","Bin.1.74","Bin.1.54","Bin.1.06","Bin.1.50","Bin.1.42","Bin.0.94","Bin.0.98","Bin.1.02","Bin.0.86","Bin.0.90","Bin.0.78","Bin.0.82","Bin.8.22"
"Bin.3.10",0.038968,0.18176,0.971,0.5951,0.86275,0.81525,0.44703,0.48437,0.55046,0.28652,0.93055,0.46331,0.71281,0.30736,0.83179,0.55205,0.62823,0.96351,0.91734,0.25497,0.78191,0.2081,0.55402,0.7543,0.67172,0.42355,0.40469,0.87833,0.71544,0.10335,0.025456,0.25838,0.35221,0.19042,0.81929,0.6301,0.86887,0.89555,0.7781,0.4082,0.063004,0.17201,0.66044,0.6563,0.084132,0.19752,0.43307,0.82054,0.16111,0.6798,0.61191,0.71502,0.60892,0.45201,0.082126,0.18605,0.23157,0.75103,0.22739,0.28681,0.38579,0.87954,0.20546,0.034489,0.060522,0.070204,0.60814,0.159,0.93782,0.19379,0.1197,0.058848,0.11307,0.093401,0.15674,0.10611,0.13546,0.28467,0.35648,0.20387,0.144,0.20597,0.12233,0.5292,0.096722,0.080719,0.10954,0.56002,0.36029,0.10429,0.12647,0.38954,0.21079,0.62741,0.093898,0.088177,0.16129,0.19689,0.076149,0.10442,0.1404,0.23531,0.2786,0.096084,0.13884,0.39801,0.47836,0.53993,0.53917,0.17566,6.921e-08,0.00076119,0.99708,0.49388,0.7144,0.77472,0.88595,0.65493,0.73496,0.5412,0.042458,0.010999,0.080492,0.065629,0.13134,0.18985,0.069027,0.069931,0.048136,4.1955e-06,0.019765,0.0011612,0.068755,0.0057602,0.07681,0.43748,0.68735,0.019109,0.04114,0.036776,0.056752,0.35898,0.071105,0.51249,0.19285,0.044333,0.095401,0.078262,0.49175,0.00012642,0.0050834,0.022607,0.0069059,0.1619,0.71011,0.12607,0.022762,0.013508,0.0001948,0.036104,0.010129,0.014824,0.023277,0.28295,0.050737,0.1307,0.014712,0.29622,0.216,0.12103,0.44563,0.035896,0.42018,0.00094066,0.013027,NA,0.063329,0.26471,0.0039746,0.0061958,0.037278,0.0075005,0.003598,0.064118,0.0010938,0.034526,0.084144,0.045935,0.060328,0.065929,0.14652,0.096234,0.081945,0.15152,0.30584,0.044683,0.028101,0.54491,0.3684,0.010307
"Bin.1.10",0.28227,0.20368,0.11595,0.9167,0.096607,0.24118,0.78949,0.6829,0.17136,0.34996,0.01882,0.44496,0.95143,0.2955,0.043474,0.85771,0.52138,0.21813,0.6764,0.71145,0.32986,0.56025,0.30613,0.14572,0.72076,0.20336,0.33607,0.84296,0.98011,0.15884,0.076826,0.0015974,0.67801,0.14095,0.5499,0.44133,0.92242,0.96961,0.63165,0.40976,0.2135,0.033089,0.40566,0.32464,0.0096619,0.12706,0.32127,0.42889,0.026201,0.10195,0.14248,0.059789,0.01614,0.020669,0.41878,0.30516,0.95698,0.37239,0.81544,0.7265,0.20782,0.76751,0.15171,0.28925,0.37004,0.0092855,0.90678,0.14274,0.78196,0.025984,0.22641,0.13898,0.30692,0.31569,0.33402,0.4225,0.61096,0.39737,0.83828,0.49481,0.74285,0.81603,0.51582,0.97724,0.67987,0.61276,0.63804,0.54058,0.40468,0.0047491,0.0058115,0.016231,0.079008,0.0042916,0.039892,0.025722,0.01011,0.021398,0.015654,0.036099,0.0069107,0.14095,0.081593,0.20775,0.23329,0.069287,0.058501,0.066479,0.050083,0.068116,0.17232,0.65079,0.35839,0.72828,0.68098,0.050405,0.15448,0.077146,0.059396,0.18142,0.063067,6.533e-05,0.22498,0.70639,0.59911,0.010359,0.11909,0.0037735,0.0071678,0.00023745,0.23716,0.31368,0.029579,0.0085869,0.36364,0.52154,0.9064,0.54916,0.79771,0.82649,0.43846,0.80651,0.70791,0.89352,0.70682,0.63082,0.93962,0.14569,0.45497,0.087837,0.093903,0.27085,0.38482,0.95558,0.99204,0.092263,0.84148,0.96758,0.36712,0.15711,0.23661,0.37554,0.62916,0.10094,0.0038608,0.69311,0.68322,0.81496,0.88854,0.586,0.77829,0.6981,0.53787,0.0008762,7.3381e-05,0.063329,NA,0.00085411,0.00023183,7.847e-05,0.0024246,0.00020666,0.070295,0.049098,0.028595,0.0017372,0.010368,0.0070235,0.12217,3.3132e-05,0.0013576,0.045589,0.030881,0.010566,0.013832,0.0046741,0.0082826,0.03373,0.032553,0.00084275
"Bin.2.98",0.37621,0.88843,0.47804,0.94619,0.81678,0.0029213,0.76572,0.75727,0.52951,0.83783,0.032973,0.10952,0.32038,0.16327,0.90555,0.18985,0.075746,0.50015,0.23498,0.47181,0.98857,0.42676,0.41479,0.93574,0.45333,0.95597,0.46707,0.091651,0.64102,0.48293,0.14711,0.14911,0.77867,0.70542,0.97101,0.81457,0.40838,0.43399,0.17538,0.31315,0.38709,0.036186,0.84465,0.49243,0.078327,0.45946,0.68585,0.036182,0.10364,0.0017989,0.0027155,0.0018781,0.002053,0.0022189,0.20053,0.15523,0.59627,0.046371,0.11597,0.11265,0.080549,0.18944,0.0065689,0.10797,0.3228,0.047017,0.42151,0.18545,0.20022,0.0055631,0.0012035,0.00049417,0.0024494,0.00172,0.0037522,0.01357,0.039662,0.14182,0.023166,0.0048472,0.078386,0.051607,0.01656,0.010163,0.092589,0.11802,0.17515,0.040628,0.12771,0.0028913,0.095351,0.01957,0.028754,0.065485,0.019961,0.023551,0.0059616,0.012021,0.0020018,0.039914,0.0049578,0.55096,0.82005,0.78927,0.88608,0.36978,0.44633,0.44327,0.40565,0.88441,0.27923,0.42475,0.052942,0.089417,0.8535,0.50149,0.15226,0.50681,0.22295,0.11821,0.93683,0.16222,0.065931,0.18251,0.75424,0.0012456,0.052521,0.00010485,0.24415,0.2366,0.78127,0.49308,0.63283,0.60024,0.93601,0.52956,0.97653,0.47165,0.92759,0.7268,0.67755,0.90199,0.92522,0.45803,0.72351,0.55387,0.78172,0.11396,0.95165,0.098513,0.41405,0.54603,0.57396,0.77729,0.023401,0.40595,0.33903,0.76326,0.15097,0.10157,0.1753,0.65393,0.33508,0.069043,0.00015292,0.19441,0.73057,0.27533,0.97465,0.32129,0.45514,0.62844,0.012133,1.7934e-08,2.3588e-05,0.26471,0.00085411,NA,7.7915e-05,2.0596e-05,1.7892e-06,2.3953e-08,0.013178,3.0843e-05,0.0001245,2.2629e-05,8.3102e-07,5.1141e-05,0.0079405,0.00061876,0.017197,0.00097663,1.6874e-05,5.9751e-05,0.00018925,7.8341e-06,5.1947e-06,0.00064068,2.0885e-05,0.028655
"Bin.1.78",0.86795,0.35394,0.68279,0.24727,0.17847,0.62087,0.61864,0.83781,0.3208,0.70376,0.19784,0.65705,0.9265,0.2928,0.35054,0.55048,0.66131,0.96262,0.55686,0.84632,0.71244,0.60748,0.11867,0.095982,0.21603,0.19581,0.045282,0.18567,0.35689,0.028685,0.0085559,0.019893,0.28095,0.18591,0.38875,0.27047,0.48227,0.70905,0.37902,0.027167,0.006668,0.0010958,0.042025,0.0074138,4.2968e-05,0.0004138,0.012218,0.077224,0.0013653,0.048565,0.051075,0.030873,0.0092425,0.0072735,0.05346,0.087501,0.56012,0.2553,0.13468,0.029515,0.082958,0.15882,0.0059635,0.010601,0.028475,0.027074,0.49276,0.11319,0.89576,0.0069857,0.03351,0.01617,0.07346,0.062993,0.093345,0.080985,0.29385,0.21456,0.48368,0.21909,0.70042,0.59169,0.38544,0.23964,0.66871,0.67525,0.84908,0.051895,0.22078,7.3255e-05,0.0013566,0.02942,0.033658,0.011463,6.3289e-05,4.2217e-05,8.3039e-05,0.00017071,5.6489e-05,0.00024573,2.1656e-07,0.34631,0.223,0.13338,0.22231,0.11643,0.14999,0.14021,0.20152,0.45598,0.4524,0.34889,0.046968,0.7062,0.54649,0.071724,0.015161,0.24673,0.082833,0.017327,0.073155,0.010774,0.015825,0.021776,0.24853,0.0049454,0.040371,0.0068116,0.51601,0.035572,0.48163,0.7514,0.9013,0.58438,0.86912,0.89468,0.28441,0.23644,0.14713,0.10795,0.024432,0.28098,0.053157,0.6971,0.26252,0.14099,0.089056,0.14046,0.80606,0.022405,0.023481,0.33281,0.035282,0.14388,0.6153,0.87674,0.57315,0.11749,0.00093437,9.0546e-05,0.018527,0.062428,0.035449,3.8611e-06,4.2187e-07,4.3848e-05,0.011607,0.052802,0.008202,0.032179,0.037539,0.15651,0.32963,3.9212e-06,9.4947e-08,0.0039746,0.00023183,7.7915e-05,NA,0,6.4393e-15,3.2419e-14,7.5534e-09,8.2019e-12,8.8818e-16,0,9.3703e-14,4.4584e-12,5.4835e-09,1.6511e-07,4.2803e-07,2.1688e-08,1.6087e-07,1.0349e-06,5.681e-06,3.3081e-08,1.533e-08,9.9966e-07,1.348e-07,2.2549e-05
"Bin.1.82",0.44614,0.35991,0.61589,0.046302,0.56345,0.69461,0.86115,0.50206,0.17414,0.98877,0.2492,0.86019,0.98863,0.24012,0.39456,0.57821,0.94804,0.7578,0.73949,0.98997,0.78628,0.50745,0.17051,0.31792,0.47705,0.25243,0.12437,0.1231,0.056606,0.0066278,0.00080234,0.023374,0.079166,0.033744,0.3196,0.23558,0.318,0.86865,0.57591,0.061378,0.0022639,0.00037491,0.041167,0.0063016,3.0106e-05,9.3837e-05,0.014805,0.065089,0.010524,0.049293,0.054828,0.035137,0.012762,0.010471,0.08461,0.14609,0.74911,0.2652,0.2127,0.24612,0.62269,0.37905,0.065266,0.065826,0.33156,0.17249,0.66377,0.53248,0.67024,0.03202,0.033109,0.013523,0.068586,0.056091,0.088675,0.045495,0.12491,0.17728,0.40307,0.18462,0.59751,0.5196,0.30386,0.29268,0.49166,0.4835,0.74221,0.081211,0.37894,0.00024107,0.0043009,0.010787,0.015921,0.0068456,1.0502e-05,7.8023e-06,1.456e-05,2.4771e-05,8.229e-06,2.9363e-05,8.9686e-06,0.2367,0.12432,0.088079,0.15471,0.19738,0.23236,0.2371,0.32196,0.07714,0.35907,0.56797,0.092861,0.50028,0.66981,0.12196,0.021383,0.36881,0.24552,0.0065677,0.12677,0.0097266,0.011573,0.084191,0.20528,0.00014621,0.0093372,0.0048012,0.68839,0.075455,0.7634,0.67786,0.96006,0.46666,0.97127,0.73775,0.52166,0.39134,0.28257,0.21715,0.032347,0.3277,0.10167,0.99187,0.48446,0.23829,0.11542,0.38008,0.96911,0.13843,0.069703,0.63413,0.062744,0.27445,0.90752,0.86254,0.49489,0.28093,0.0014959,0.004482,0.046713,0.10054,0.080622,6.1238e-06,3.1583e-06,0.001605,0.021017,0.088574,0.0075382,0.04383,0.058927,0.32336,0.31095,8.4155e-07,1.5574e-10,0.0061958,7.847e-05,2.0596e-05,0,NA,1.9651e-13,5.8842e-13,1.0773e-08,3.1459e-09,5.9345e-11,2.2204e-15,3.0766e-11,4.2557e-09,4.2475e-08,1.7705e-05,5.4023e-05,7.422e-07,3.8441e-07,6.049e-06,4.7119e-05,6.3536e-08,5.7961e-08,1.7498e-06,3.6718e-07,5.2577e-05
"Bin.1.86",0.50396,0.88753,0.70217,0.067068,0.76937,0.37084,0.87412,0.72364,0.17138,0.95715,0.49094,0.7769,0.99165,0.14506,0.19052,0.64163,0.67123,0.81934,0.80177,0.45172,0.35981,0.24534,0.10015,0.16591,0.30611,0.22515,0.03557,0.036065,0.36283,0.09289,0.018062,0.0051169,0.48807,0.15199,0.25015,0.20458,0.58443,0.83683,0.69888,0.0069151,0.0030609,0.00063908,0.04063,0.0049434,4.6328e-05,0.0010232,0.0062544,0.010311,0.011095,0.033042,0.038202,0.030939,0.0094498,0.007014,0.17158,0.17074,0.79453,0.34893,0.044691,0.16051,0.3023,0.50094,0.020369,0.016062,0.083746,0.24216,0.34989,0.42913,0.3929,0.036481,0.020277,0.012744,0.047341,0.03456,0.058276,0.09709,0.27176,0.23695,0.58498,0.19692,0.65429,0.54291,0.28795,0.14786,0.79015,0.86179,0.9906,0.010789,0.044525,7.5238e-05,0.031697,0.031421,0.026432,0.093037,5.3141e-06,8.0519e-06,2.1044e-06,8.9921e-06,3.6247e-06,8.4035e-05,8.1693e-06,0.70659,0.70621,0.61957,0.75594,0.16945,0.2277,0.25637,0.318,0.76114,0.89249,0.067788,0.069372,0.71453,0.61422,0.020454,0.0038377,0.12722,0.055562,0.0014187,0.27709,0.091153,0.25109,0.0056922,0.43003,0.00078287,0.02175,0.0099552,0.98797,0.29742,0.79697,0.60857,0.7536,0.52916,0.60048,0.75544,0.52002,0.28654,0.21307,0.14797,0.041836,0.08556,0.19585,0.8717,0.38982,0.36662,0.25612,0.24444,0.8805,0.014183,0.037769,0.3855,0.068643,0.20019,0.95863,0.67898,0.84772,0.1478,0.0022102,0.00094652,0.0061217,0.078665,0.13037,0.00033146,8.9685e-08,0.00015955,0.13752,0.18085,0.018596,0.17313,0.058877,0.16199,0.43332,3.2059e-06,9.949e-08,0.037278,0.0024246,1.7892e-06,6.4393e-15,1.9651e-13,NA,0,2.2978e-08,5.9321e-12,2.5373e-12,1.1324e-13,8.8818e-16,1.4169e-11,7.9816e-07,1.5194e-08,1.1798e-05,1.1369e-08,5.1532e-11,5.6189e-10,3.2607e-09,8.2319e-11,7.3124e-12,4.2101e-09,1.2791e-11,0.0028155
"Bin.1.98",0.73548,0.83593,0.89062,0.37082,0.36701,0.10596,0.47921,0.72556,0.25725,0.94827,0.12034,0.43352,0.73527,0.089086,0.56823,0.26939,0.45606,0.71315,0.42794,0.79638,0.86502,0.84826,0.57835,0.82017,0.94422,0.76455,0.24687,0.14904,0.36516,0.27685,0.0044792,0.010947,0.13207,0.37554,0.50437,0.81448,0.90814,0.80542,0.9628,0.085979,0.016299,0.003663,0.18484,0.038235,0.00023973,0.0022709,0.048073,0.0054215,0.0016215,0.0035628,0.0034632,0.0039909,0.0038915,0.0030476,0.018129,0.039073,0.31142,0.086065,0.018444,0.017311,0.024096,0.19882,0.0071321,0.018427,0.027458,0.041347,0.25433,0.30186,0.36543,0.0048637,0.00041071,0.00010268,0.00089845,0.00055137,0.0019029,0.0014961,0.020367,0.05713,0.065179,0.0072407,0.060302,0.037266,0.014128,0.010354,0.10405,0.11276,0.14695,0.01037,0.090987,3.3685e-05,0.0052842,0.029582,0.039184,0.06948,3.1262e-05,3.9196e-05,4.0097e-05,7.8915e-05,4.687e-06,9.9202e-05,1.7229e-05,0.23614,0.2783,0.099119,0.20764,0.56747,0.6346,0.62589,0.73274,0.45519,0.64225,0.33045,0.032219,0.33929,0.92275,0.11382,0.043252,0.38155,0.056985,0.013475,0.1405,0.021419,0.0049798,0.001663,0.15564,7.5823e-05,0.0010552,0.0013196,0.24961,0.066171,0.099758,0.36267,0.9338,0.44084,0.89339,0.76879,0.96806,0.18449,0.026185,0.018985,0.0054908,0.056057,0.027263,0.3606,0.24834,0.11511,0.051095,0.013288,0.37761,0.0060004,0.0020039,0.024285,0.0035495,0.077666,0.67541,0.45274,0.13987,0.085841,0.00014935,0.00014063,0.011322,0.019318,0.020209,0.00016473,1.7383e-09,7.1629e-06,0.024748,0.14939,0.014841,0.1194,0.098508,0.037171,0.10546,9.2815e-14,1.1031e-10,0.0075005,0.00020666,2.3953e-08,3.2419e-14,5.8842e-13,0,NA,6.8608e-10,1.2339e-11,1.6853e-13,1.4744e-13,2.1192e-12,6.5988e-10,1.6663e-06,2.3374e-07,9.1409e-06,3.5779e-07,3.4237e-08,7.5915e-07,1.3839e-05,3.499e-09,4.6468e-10,2.6982e-05,7.3757e-08,0.00013807
"Bin.1.38",0.7112,0.87604,0.86654,0.11198,0.84903,0.40659,0.77723,0.48394,0.14573,0.91907,0.96802,0.59276,0.86892,0.28042,0.30996,0.39133,0.72697,0.89584,0.93018,0.48754,0.65638,0.39293,0.95356,0.82042,0.50345,0.25465,0.043527,0.12308,0.2338,0.034172,0.00069174,0.016923,0.11666,0.19659,0.45995,0.74389,0.71159,0.86831,0.62623,0.212,0.0026692,0.010112,0.080824,0.015063,0.0014313,0.0015385,0.018381,0.036393,0.076028,0.05642,0.054692,0.043191,0.022778,0.015602,0.0094934,0.021552,0.16465,0.33314,0.030918,0.28378,0.71275,0.55317,0.1411,0.19848,0.61144,0.34703,0.97284,0.89929,0.78848,0.10485,0.032466,0.026769,0.046466,0.039504,0.075019,0.042922,0.10753,0.17193,0.40857,0.29004,0.3766,0.29362,0.23978,0.22605,0.70839,0.63623,0.66716,0.037334,0.7497,0.0017837,0.026458,0.076913,0.10472,0.16672,5.6858e-06,4.1035e-06,1.7301e-05,4.3132e-05,1.0142e-05,1.8296e-05,0.00019149,0.49826,0.491,0.24796,0.32216,0.28,0.29017,0.29089,0.36312,0.56832,0.27669,0.48011,0.11684,0.74484,0.55144,0.030282,0.033689,0.097997,0.035667,0.0028803,0.1553,0.19317,0.17432,9.5844e-06,0.00027477,0.010405,0.011968,0.017932,0.86779,0.13296,0.068916,0.63081,0.78434,0.75202,0.487,0.95018,0.49801,0.050459,0.019257,3.579e-05,0.0046316,0.019035,0.056659,0.16298,0.089751,0.040514,0.01969,0.025595,0.30558,0.0091784,2.7482e-05,0.0037561,4.6863e-06,0.094346,0.405,0.55267,0.11232,0.00012901,4.9099e-05,6.7488e-06,0.040325,0.0021889,0.0010206,0.00015932,5.7493e-06,1.4111e-10,0.0025987,0.028738,0.0025008,0.046345,0.0032096,3.4687e-06,0.24016,2.3875e-06,3.7885e-05,0.003598,0.070295,0.013178,7.5534e-09,1.0773e-08,2.2978e-08,6.8608e-10,NA,5.2437e-09,1.5254e-11,4.1992e-09,2.213e-08,4.2748e-07,4.6491e-06,6.3041e-07,6.5317e-06,3.4356e-07,7.836e-07,4.2192e-05,0.00030097,3.3266e-07,6.617e-08,0.0002721,4.5157e-06,0.003075
"Bin.1.62",0.62265,0.20081,0.37762,0.080113,0.62236,0.90109,0.34915,0.88499,0.42732,0.82909,0.7027,0.63464,0.9252,0.7093,0.3383,0.46824,0.86796,0.72541,0.81351,0.72478,0.88877,0.99579,0.30268,0.35369,0.62002,0.28769,0.12897,0.0071249,0.16023,0.26686,0.01257,0.017238,0.33605,0.66885,0.71629,0.64226,0.36492,0.74377,0.31723,0.031385,0.0080262,0.0013476,0.026002,0.001456,0.00053895,0.0004385,0.0055859,0.046967,0.019999,0.0096476,0.0093355,0.010777,0.003893,0.0033223,0.0020179,0.0021971,0.049839,0.25459,0.0076709,0.22335,0.361,0.84556,0.061733,0.19056,0.29991,0.28362,0.86891,0.3533,0.61878,0.15096,0.0031999,0.0062058,0.0091166,0.0068437,0.010695,0.016495,0.037695,0.21186,0.25677,0.064573,0.29342,0.21043,0.11335,0.088468,0.65168,0.8405,0.7466,0.11575,0.17343,0.0001357,0.010778,0.10446,0.19853,0.40662,4.7793e-07,1.6622e-06,6.7374e-07,1.773e-06,2.765e-07,4.7958e-06,1.1011e-05,0.42789,0.36907,0.97999,0.63566,0.19222,0.23388,0.22703,0.33731,0.64071,0.99721,0.47895,0.08314,0.73027,0.76261,0.0030662,0.0017124,0.047806,0.0035464,0.00085467,0.0030411,0.035608,0.031682,0.015589,0.62044,0.033931,0.083364,0.016449,0.43281,0.45912,0.47665,0.93684,0.60336,0.3002,0.59177,0.98926,0.36085,0.029188,0.0085385,0.00073802,0.0018595,0.0076474,0.00022664,0.02683,0.013351,0.012141,0.044369,0.022864,0.023931,0.00011676,5.1007e-05,0.013333,0.0025315,0.014843,0.31051,0.69566,0.7056,0.00034185,1.2449e-07,1.1015e-08,8.2663e-06,0.00083768,0.0057039,0.00023844,4.0967e-09,1.6391e-06,0.012688,0.052035,0.026927,0.082486,0.015236,0.015014,0.19613,1.8585e-06,4.9354e-05,0.064118,0.049098,3.0843e-05,8.2019e-12,3.1459e-09,5.9321e-12,1.2339e-11,5.2437e-09,NA,0,0,0,2.7978e-14,2.1335e-07,2.069e-10,4.1619e-09,0,6.1995e-13,8.3178e-13,2.9204e-10,3.3098e-12,8.8818e-16,1.0791e-07,1.164e-10,0.00058357
"Bin.1.66",0.73092,0.093733,0.38508,0.10504,0.75373,0.76701,0.71129,0.62358,0.41294,0.62082,0.47353,0.63392,0.91452,0.38605,0.2917,0.76106,0.97309,0.68772,0.73099,0.46674,0.71699,0.70249,0.50532,0.56582,0.66685,0.37999,0.12908,0.039802,0.25907,0.063897,0.0021022,0.00963,0.42454,0.32029,0.75414,0.37564,0.25789,0.42014,0.1613,0.011786,0.00080256,0.00011593,0.0089997,0.00028248,1.611e-05,0.00012922,0.0016021,0.072359,0.011823,0.027191,0.028562,0.022465,0.010087,0.0082269,0.0039625,0.0053508,0.083656,0.35381,0.048627,0.10182,0.22019,0.68503,0.016095,0.094448,0.18693,0.1727,0.85064,0.3544,0.68877,0.012405,0.0082849,0.005113,0.017487,0.012474,0.023208,0.029907,0.09885,0.32043,0.35205,0.11479,0.34299,0.25999,0.16588,0.16467,0.58979,0.63914,0.65892,0.2002,0.27852,9.8774e-05,0.005937,0.062366,0.082975,0.12422,3.4024e-06,4.3196e-06,5.4274e-06,1.5966e-05,2.0658e-06,4.1553e-05,6.8256e-07,0.638,0.69204,0.24148,0.456,0.27614,0.32592,0.31031,0.44365,0.68552,0.38591,0.21525,0.046624,0.46996,0.72655,0.005012,0.0043472,0.024263,0.0032596,0.003537,0.033072,0.042382,0.0051458,0.0065314,0.16897,0.15216,0.22178,0.017136,0.66769,0.13629,0.194,0.63797,0.71789,0.87105,0.69028,0.92528,0.15957,0.070065,0.024278,0.0025316,0.010634,0.055034,0.0061248,0.19046,0.09032,0.025394,0.09821,0.019911,0.17192,0.00046499,0.00012366,0.037945,0.0005708,0.030697,0.50124,0.69421,0.37305,0.0013188,3.0542e-06,2.778e-07,0.0009124,0.0053873,0.0027559,0.00014015,6.7727e-09,2.5628e-07,0.0015871,0.018561,0.025301,0.061417,0.010038,0.0010326,0.089334,3.295e-07,1.1517e-05,0.0010938,0.028595,0.0001245,8.8818e-16,5.9345e-11,2.5373e-12,1.6853e-13,1.5254e-11,0,NA,0,1.3323e-15,2.6503e-12,1.4513e-06,1.7578e-08,1.3135e-07,1.4668e-10,5.0805e-11,6.1613e-09,1.793e-07,1.0516e-12,1.6875e-14,5.4129e-07,1.9903e-09,1.1372e-05
"Bin.1.58",0.92361,0.19821,0.99374,0.064834,0.98686,0.68696,0.39205,0.91137,0.37618,0.91665,0.41557,0.7356,0.67525,0.33599,0.70551,0.31822,0.73681,0.89873,0.71072,0.53731,0.62974,0.81095,0.27521,0.27606,0.53091,0.27242,0.14238,0.014212,0.20562,0.036378,0.027674,0.061785,0.48822,0.42637,0.98409,0.34393,0.26975,0.71687,0.32053,0.05824,0.0089251,0.0016627,0.033738,0.0036066,0.0001092,0.00016229,0.0041087,0.041641,0.016036,0.0041908,0.0043717,0.0031749,0.00095739,0.000878,0.0054803,0.0059363,0.096806,0.52616,0.043664,0.14501,0.31895,0.43137,0.042967,0.046718,0.15465,0.2187,0.53058,0.27132,0.70399,0.04441,0.00098456,0.00086324,0.0041844,0.0028919,0.0041661,0.0041416,0.0092794,0.04397,0.098624,0.019154,0.15488,0.10892,0.048025,0.045472,0.31971,0.37152,0.46551,0.18825,0.2066,0.00020063,0.0049545,0.04101,0.070975,0.093697,1.3263e-06,3.4396e-06,1.0017e-06,3.8597e-06,2.504e-07,7.226e-06,1.5355e-06,0.73146,0.74205,0.32255,0.58007,0.1883,0.23073,0.2395,0.3489,0.60972,0.70174,0.24671,0.088904,0.70236,0.79404,0.038383,0.021646,0.21422,0.20492,0.0055317,0.0094628,0.002222,0.0035058,0.030396,0.25978,0.008346,0.034945,0.00082411,0.42277,0.12896,0.60078,0.76037,0.78082,0.83351,0.89747,0.97924,0.61033,0.13153,0.072365,0.01128,0.0031519,0.027696,0.003264,0.24933,0.089397,0.020459,0.03512,0.17959,0.25111,0.0014578,0.0011101,0.12087,0.00090339,0.038371,0.55339,0.80786,0.6105,0.024357,3.9508e-06,1.8423e-05,0.00064196,0.028743,0.040546,1.5949e-05,1.7404e-08,5.1138e-05,0.0093809,0.04641,0.0069853,0.04235,0.033358,0.064764,0.40448,2.9208e-06,5.8481e-06,0.034526,0.0017372,2.2629e-05,0,2.2204e-15,1.1324e-13,1.4744e-13,4.1992e-09,0,0,NA,6.2172e-15,9.015e-13,6.8383e-11,6.5339e-08,4.472e-08,4.547e-10,6.1277e-09,9.2274e-09,7.8657e-08,1.559e-11,2.1148e-12,6.9861e-07,8.9437e-09,0.00038348
